COMPID	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120	121	122	123	124	125	126	127	128	129	130	131	132
36099	1541846	4705608	5607953	6905852	1507668	1012826	349296	5741607	2701669	11351565	450694	1729397	388768	27001120	809092	2045107	1905946	370773	5605992	2614665	3042379	896236	348597	1842943	5739971	5898049	2277675	516855	911320	3558457	4542147	9896455	362274	1666394	626737	10750928	2997115	3584697	3240090	1288718	2657659	615726	1201040	460626	1854797	305925	571198	761342	3764680	859502	1397649	546682	6287348	767658	865426	505174	204884	3569976	1320728	1778694	1756979	1034374	4932626	6490268	206627376	269990	7083459	194184	11368100	904270	3756023	1793646	3227135	265791	3687928	4347066	671803	9933400	698738	9071775	1109168	3005306	2040790	3283229	1416704	2897969	86895	983982	1664973	2157787	936147	2501328	693203	188657	1206701	388245	2964875	3040389	302750	488769	4091733	2356000	341899	5371946	390568	6443905	2446773	3137356	408292	451285	428163	3411583	3209965	3663043	1003938	332300	507307	1133949	367124	5976865	1553001	4885695	1815361	2410162	1628368	6708517	769814	3315222	20200886	3181490	1366740	4870183
15681	2283146	1996861	4948957	140222		631483	2120938	2187456	316962	2908540	3815074	1794455	1843317	435188	591444	622007	814111	338168	2148504	2410262	1291846	898815	1790076	1208916	1004566	4179644	4217063	1289455	3779008	1184648	1931709	2170120	483029	1555444	1225483	921827	2150215	947501	1288961	1535277	1786153	2017769	1442575	1382445	1351270	3233678	2952642	890084	547796	1179464	1994302	851863	275158	638236	1812790	6148698	1050900	2935856	1356311	1732995	1080484	1488226	1242861	499593	1716899	2030873	975116	3459266	1197508	899694	988511	2171787	4591551	902744	1638449	893222	858002	897295	1150012	1614841	6637960	5340211	317220	3356953	2324503	1906899	201394	1449377	1070591	712721	2322892	3576438	557559	2970749	1416098	568963	1784212	1161420	1361215	969790	769516	532090	676613	491111	202291	521780	750398	524779	393702	768731	972797	534646	267982	1133445	309648	308280	422033	885508	283603	641819	550820	778621	946438	721883	1254267	754816	1409157	987866	1987337	3871635	755967	1071821
48441	2733623	4427822	3509509	12049415	2920680	2580854	1177257	3180866	7002290	35218668	2075916	5474951	1211212	5810209	5832321	2037377	4805240	3528538	2662652	3802139	3290288	3823723	3006747	6953466	5894274	1867574	6145484	4335946	4073576	3032618	3840928	3972119	3556370	2557501	7779301	6024645	3222427	2283736	4087680	1144117	4581164	4344300	5800670	2240620	4485340	4030305	9732990	4492824	6152200	2833065	2895280	3068606	5179615	3492377	2984384	3327412	2513694	6452548	5454917	6641928	3671156	3143446	4559195	2965070	2985125	3286153	4361697	3089390	5286350	7713039	4350998	3433686	4082089	4627988	4610923	4600423	5492764	7259790	2196384	847790	2572527	7200482	5154081	2969921	2956653	5421582	4809306	3909173	3747937	4475064	1379178	2849167	2145376	1877461	1132239	6105780	4727029	6138846	3307357	5193801	4509609	3941274	5986887	5748442	17642708	5699272	3710205	6423448	3998649	2970567	5465236	2523289	4114156	3034873	4056834	5759551	4841945	4232095	5130659	3305652	3796853	3143132	5214299	5530928	4273028	2566668	3925285	4399412	3007799	8340729	3183849	3955378
37445		3898288	65670	31209	153489	5562	115039	146965	103698	73700				24893	46414	200978	485123	106169	146770	140861	279775		736190	158508			133526		148834	389672	134390	693070		76591	584381	76450	22886	118436	22578	71845	427899	36154	112736	3038244	20581	203527	662017	62390	35133	70546		64046	75950	111049	99772	157639	283763	286944	1144748	286884	380978	22592			140093	878675		18528	194088	148104	64659		284589	1187604	166753		41569	261779		6518	271675	66870	59146		80487	244149	79102	161835	54368	446809	845488	300363	178371				561654	59337	37668	150925	636293		94509	114023		147332	125767	176491		702208	141629	95532		1334498	107571	36435		106615	178602	58389	130797	2994242	68252	659182	105894	167000		62908		385560	240153	401048
35527	1788572	1722433	1032825	1127371	855664	2299181	905449	2334848	649158	356658	570756	1202759	777146	2138284	421528	1453857	1395984	1367954	1848830	2415512	1757408	742465	1859614	757868	2637548	355807	805763	864391	3257888	453730	706867	364184	403088	732534	1156255	466351	627024	1164299	2147716	1419797	546081	829100	771863	704867	2903668	654065	2244441	307546	354315	1058773	357655	548944	166099	1956790	715747	262384	2399394	498064	536275	908542	516528	243677	3299138	1706601	822701	1004160	273076	2672611	1129583	369068	1961586	1038633	1025356	1091034	483759	8568238	227207	2948829	632038	1641111	907458	2916047	299041	1496102	338070	862063	345420	598224	533362	635803	814697	1114155	398864	3024672	64321	1846712	718175	1610136	2196605	734512	611520	853939	870067	1142247	540622	583351	353080	750286	698797	3962974	543751	2416981	3332423	830825	551173	1680942	2975379	277654	243515	1770308	750847	2082603	1239859	1298443	2345588	559504	599534	752656	537448	1266893	1602058	666494
1669	34046	89943	90304	590021	189615	122253	79266	526458	222081		54572	222081	96946	177079	97866	559204	244924	499812	788872	355636	154724	328553	261743	198488	92658	18600	213749	69367	19298	14411	153963	185248		237813	108894	106821	89681	297982	570525	157210	22894	188082	237402	549994	131168		42586	58612	245170	630878	206349	230413	247203	424387	1731056	54305	71964		113466	104774	138500	88324	42014	126334	46329		182945	131629	227111	225392	487516	138876	21154		57185	80517	84154	481628		75942	35536		93338	76081		45278	166255		255611	199912	18310	115156	352615	83132	33516	243061	356665	617760	161955	105786	1027383	1487724	614537	976315	928645	1065441	1689603	927955	1014159	1147788	902981	944095	1527680	1285353	456394	317050	1043625	806207	916326	473053	307276	2112332	540659	257095	1117159	461783	497119	1407633	587880	88039	572697	1570810
32349	131857	126494	113467			40707	95921	105864					89663	77485	105018	55683	76398		100254	96707				76965		220792	104215	41286	155683	87645	213439		112356	62695			48885		95723	91293	37686		133924	104379	89378	404842	60940	66758	58497		57545	34109	44478	52987	91757	466092	38690	123814		90787	205056	48097	138479	77382	131624	175557	117050	144139	215372	53582	214467	92377	209460	55105	198299	80663	80980	81179	109983	347055	342341	248049	41460		135430	146864	72265	225051	30326	68148	288931	137478	59485	100987	155833	96956	97045	164720	169913	138311	114999	87400	64708	112615	107863	124985	41328		87116	125047	52216	165476	204091	123705		103402	83713	86285	120172	100987	91495	97759		47852	131831	201725	128006	102662	53119	146249	75525	110757
22116	72364208	85548352	79470592	101267600	85895688	45744828	20699606	86038368	55700216	43871560	34195520	93477512	30395034	88541592	98433552	70768152	55665116	92980272	73145960	99590568	89546680	76512872	57753820	52415592	60058192	14307096	94237720	46503776	39340552	30806088	56654784	49316160	55897232	65672152	54927164	81049440	75964936	82923136	82956232	66519640	48257320	65572640	73737344	35066432	37739052	27681904	65262112	28600482	69730048	79590656	83614896	49399788	68060312	69817024	110479648	15644059	73195416	16352352	49860092	83167944	67585288	29377194	65074600	62565448	73608968	40214028	41038768	26741066	72142040	64995448	50350140	66845572	15790616	40059796	66435544	58455940	38100948	68235120	24089048	60609684	6423054	11077018	61925796	118535904	37365132	41324328	43600704	51746468	35947496	61904036	13120753	63446264	58741692	28277170	13566407	111351136	98357912	142935152	68938728	147016096	64214240	84831248	47788020	65588056	63427948	52952132	86765912	75983104	67486792	61641524	48272860	85517552	97691768	80760264	81792192	106898536	93892368	70251528	73090496	72512032	88439752	74791272	106285504	67112248	82230608	83107320	71428488	125241832	66531836	52153944	99545976	96257200
46146	12422550	13029081	16625120	4091285	9492076	6173443	24020020	4154300	16917102	1579610	7191599	8510255	15002189	9376670	19571074	10428068	4418615	7075524	5122589	7379906	8969711	5824710	10222259	8980763	8991910	8458181	4081086	8285690	23443098	14280723	13304982	14414138	15771465	4148398	2688966	13958192	8330216	15583905	9419751	9239833	9829554	608406	13103855	7741490	6602045	5023737	12017104	6598850	3868325	25721106	5032114	5373226	6245192	1276623	15233548	9942610	291313	3353374	9188793	7612273	18591488	5340269	13950241	17483132	26199010	2528032	6059793	4593950	3136496	18827928	6443906	5092994	25395822	10855819	3717292	6005847	13038849	19357738	9773838	13750527	11934572	8920744	4380739	5279620	11599575	2259901	18356190	6742853	3154732	7155721	21441298	11003724	5931470	1583002	3081445	1369661	2479217	8112109	1265017	47035580	3035789	10936775	3051609	10416869	3397777	6672996	5246260	4360323	8480598	170914	16479642	12601678	8452132	9326505	8428875	42581236	11665074	9668509	16250903	9371194	4442691	9407018	10955886	3516248	2059175	6665337	8509903	8428524	14092184	10097275	7471452	10327603
48442	5412481	286852	129759	95244		112566	192407	2851477		9909	416192	249060	53176		34116		47912	18938	1949479	2040711	1121769		49177	151687	188344		228157	48055	374544		126224	250749	56209	459894	194381	10018	258493	2321079	223601	115099	219134	303877	69076	409496	1047914		635854	85990	67541	183836	145575	20963		265653	94956	83307	136519	157554	140355	64126	506641	151563	252436	25417	1062977	34930	429338	182307	65049	108930	1689443	312680	184281	80369	12448	612001		123633	41009	23922	83452	145801		1564884		250890	37167		38275	298226		218230	11319	116985	38717	167137	926483	198560	286373	22889	202309	661936	1193021	40142	445748	39892	18747	24019		203105	339892	116903	415380	452170		1958382	275166			94529	136676	1558143	561058	108285	4763891		2187453	700348	1602818	409972	3669113	361184
36098	22633906	1562984	2754792	2490593	6553167	6592176	32331758	86568584	2741045	2042891	7219401	2270101	2471006	19080142	7106998	2423840	2428274	408006	104452192	52133852	24951334	5956317	1943878	2321069	36471272	3634485	7635849	3398521	3173098	1821465	8145471	3381455	1150216	2590040	7022925	3851549	549701	44960136	4225107	7299025	5987371	11567994	698505	3996319	34799948	2867102	18881194	8312710	4565588	2707789	1352595	2578484	1124898	5825465	2603249	697525	7359578	6208114	1929658	7108930	5615123	1385437	2541717	3182729	25756990	1147313	22453448	2982429	5891852	1812747	46415748	9328348	4386236	2411822	5408643	63642452	668170	2421777	841857	1788023	2595758	4203418	9401502	23805706	1239256	48768104	2002636	9633564	13535749	13418364	400347	2741277	3760994	1392147	2806489	12473439	14451339	4656892	10747401	1579020	7096452	3974164	20912624	2844113	9081702	1869677	2724261	879123	1322760	31645322	14784364	5812972	31610348	3242915	1766738	5446141	10832382	4818021	4069471	20346270	12312106	69720192	8687254	1997622	53076764	1658412	9205686	4477541	16387518	7764873	28306384	17808074
1418	822328	449504	79089	1173854	1483776	1017366	1485260	733428	980029	732896	941657	549592	723646	825916	899432	736189	937276	1198372	703594	536058	412868	896386	473078	1210628	599403	488871	527499	682831	617156	722683	438541	582734	599117	545554	962156	911829	742990	790945	517700	677817	529504	678055	736740	747580	797221	895375	544017	981890	398203	1020905	506681	814229	750282	738545	604425	870249	1066037	341322	398353	695183	959775	791227	869931	1331563	730056	961620	663604	752184	665474	1029717	494104	627722	614264	626711	776928	792405	249038	905336	418261	559039	886702	733955	808349	461253	675397	868292	832247	388800	587648	723338	412206	510451	577687	496834	941993	422200	551648	596825	553869	1183221	960409	744795	653713	978377	839301	1838191	469614	891383	949885	1403017	758646	1279227	745346	645061	1076564	1157864	760314	831593	1448467	806823	699636	1059528	1227805	914527	786025	1054886	1053202	471336	676370	733079	635665	1027992
1559	481995	319073	312543	678827	720830	376659	462073	439798	429927	385614	252001	263656	223987	455453	426720	538191	254863	634623	401818	431265	408571	360682	278722	605376	331525	238320	374112	325182	443057	211017	182968	339138	268374	311709	269311	372123	255756	440398	304616	364244	245258	421113	296430	195409	424458	518337	382976	369335	466850	346017	132624	432733	504312	198624	260574	317221	589451	183299	341779	476164	364946	405366	308235	652214	305107	420864	485999	560294	316928	669283	372219	209164	311784	333068	271582	375458	273687	330895	185407	347201	417472	319960	223235	378005	290274	297880	514692	236303	226753	356233	202245	231597	324786	514896	218572	290267	300243	319930	196304	557607	274118	271573	217996	73966	207841	362990	161682	239211	318443	364616	236401	340746	237749	157790	360374	442211	260776	305453	292454	316900	417712	288822	622408	390180	332971	401119	389972	214491	177524	251335	287106	292652
34424	2144965	32542					26529				46714												3028	202026	445267	30303			675537		46722								57143				108923	219127				203384	141660		1008942	11362				205795	684871	147557	212024	293324	9843	64622		137934					5401	263658	80457		275414		2497	292547	10943		66754		333472	40192		35984	264635	16554	3855193	2969389	301540	64124		1140	95982	181258		22008		688183	594825		18535	13149	310808	56608	937943	327541	557577			275291	857850	74248	157359		314360		1294595	583439	1148742		92466	75458		157359	2064144	14804	151337	21972	1156875	674376	163381	25404
34401																																												63938																63938										52827															47121		959528						4729						63938			3392					319363				60824				141220			374779	185384						47414		12618		80462	199195		
47132																																																									233381		16633		55354			19754		54367	15418	33174	13327	192316						104125	105915	143719	216108		186068	374992	34010	135029	93484		32590	109310	40902	134314	76918	76631	59157	324400	76454	211286	14377	29491	113952	129023																		68978	6371	72552	29519	93942			56079		76631	76631	9418	76631	125654	79032
37182																																																46922	19989					12762					61551		7167	28730		60127		42092	102321	61861	15542	81501	10302					31740		25965	145201	137438	46922	68487	30429		40617	79751	45367	66001	55273	29573			60967	179411	96213	36471	25947			53665																				48477	33888		13521		46922	83999	152600	51708	41376	30664	21307	59940
37183																																				132537												109392	126579	127988	133507		8716	148497	250073		18361		137409	60861	85621	256644		202159	305245	249934		192469		290975	85867			19660		151985	118173	277413	76516	77998		269671			51468	1177457	401906		136762	612836			278788		71828	143811	264803		235786	63214										67350	92975				148683		89561	172180	12511	55204	205251		68146		204903	140610	717583	140610	200276	206622	536802	97471
37184																																				12852				9930								1106498	34230	65018	199417			82524			420361	11098	565574	10853	218391	298849	190904	908191	201477	144474	379404	218391	75025	212853	73531		20489		80229	423986	141262	784960	223928	406387	1163590	602853	268223	45988	94878	349499	131048	237364	1100950	236301	227241	383120	1632035	1249011	225326	664258	150789	97046	454392	184819											40119						53096	151602	70279	77311	253795	180620	149613	16573	534752	220796	589999	349412	58200	251982	321885	237587
